filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,0,""{""""all_points_x"""":[762.1905207633972,960.2400660514832,960.2400660514832,762.1905207633972],""""all_points_y"""":[339.08477425575256,339.08477425575256,397.59939908981323,397.59939908981323],""""name"""":""""polygon""""}"",""{""""Text"""":""""AROMA"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,1,""{""""all_points_x"""":[990.2475476264954,1147.7869749069214,1147.7869749069214,990.2475476264954],""""all_points_y"""":[339.08477425575256,339.08477425575256,399.09976720809937,399.09976720809937],""""name"""":""""polygon""""}"",""{""""Text"""":""""CAFE"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,2,""{""""all_points_x"""":[610.6526851654053,760.6901526451111,760.6901526451111,610.6526851654053],""""all_points_y"""":[396.0990309715271,396.0990309715271,459.11478996276855,459.11478996276855],""""name"""":""""polygon""""}"",""{""""Text"""":""""1211"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,3,""{""""all_points_x"""":[792.1980619430542,993.2482838630676,993.2482838630676,792.1980619430542],""""all_points_y"""":[400.6001353263855,400.6001353263855,459.11478996276855,459.11478996276855],""""name"""":""""polygon""""}"",""{""""Text"""":""""Green"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,4,""{""""all_points_x"""":[1018.7547206878662,1257.3143243789673,1257.3143243789673,1018.7547206878662],""""all_points_y"""":[396.0990309715271,394.59866285324097,459.11478996276855,460.6151580810547],""""name"""":""""polygon""""}"",""{""""Text"""":""""Street"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,5,""{""""all_points_x"""":[714.1785621643066,840.2100801467896,841.7104482650757,714.1785621643066],""""all_points_y"""":[460.6151580810547,459.11478996276855,517.6293849945068,519.129753112793],""""name"""":""""polygon""""}"",""{""""Text"""":""""New"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,6,""{""""all_points_x"""":[868.7171936035156,1057.7644109725952,1057.7644109725952,868.7171936035156],""""all_points_y"""":[460.6151580810547,460.6151580810547,528.1320214271545,528.1320214271545],""""name"""":""""polygon""""}"",""{""""Text"""":""""York,"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,7,""{""""all_points_x"""":[1093.7734842300415,1179.2948246002197,1179.2948246002197,1093.7734842300415],""""all_points_y"""":[460.6151580810547,460.6151580810547,516.1290168762207,516.1290168762207],""""name"""":""""polygon""""}"",""{""""Text"""":""""NY"""",""""type"""":""""1""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,8,""{""""all_points_x"""":[420.1050400733948,667.6669120788574,667.6669120788574,420.1050400733948],""""all_points_y"""":[547.6369261741638,547.6369261741638,594.1485166549683,595.6488847732544],""""name"""":""""polygon""""}"",""{""""Text"""":""""03-12-2016"""",""""type"""":""""4""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,9,""{""""all_points_x"""":[813.2032752037048,967.7419066429138,968.164324760437,813.625693321228],""""all_points_y"""":[550.6376624107361,549.13729429245,592.6461219787598,594.1464900970459],""""name"""":""""polygon""""}"",""{""""Text"""":""""1:11PM"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,10,""{""""all_points_x"""":[418.60464215278625,499.62490797042847,499.62490797042847,418.60464215278625],""""all_points_y"""":[607.6518893241882,607.6518893241882,654.1635394096375,654.1635394096375],""""name"""":""""polygon""""}"",""{""""Text"""":""""TBL"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,11,""{""""all_points_x"""":[516.1290168762207,549.13729429245,549.13729429245,516.1290168762207],""""all_points_y"""":[609.1523170471191,609.1523170471191,651.1628031730652,651.1628031730652],""""name"""":""""polygon""""}"",""{""""Text"""":""""1"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,12,""{""""all_points_x"""":[805.7014346122742,916.729211807251,918.2295799255371,805.7014346122742],""""all_points_y"""":[607.6518893241882,606.1515212059021,652.6631712913513,654.1635394096375],""""name"""":""""polygon""""}"",""{""""Text"""":""""HOST"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,13,""{""""all_points_x"""":[930.232584476471,1090.7727479934692,1090.7727479934692,930.232584476471],""""all_points_y"""":[606.1515212059021,606.1515212059021,654.1635394096375,654.1635394096375],""""name"""":""""polygon""""}"",""{""""Text"""":""""ALISON"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,14,""{""""all_points_x"""":[417.1042740345001,525.1312851905823,526.6316533088684,417.1042740345001],""""all_points_y"""":[669.1672801971436,667.6669120788574,711.1777663230896,712.6781940460205],""""name"""":""""polygon""""}"",""{""""Text"""":""""VISA"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,15,""{""""all_points_x"""":[541.6353940963745,790.6976938247681,790.6976938247681,541.6353940963745],""""all_points_y"""":[667.6669120788574,667.6669120788574,712.6781940460205,712.6781940460205],""""name"""":""""polygon""""}"",""{""""Text"""":""""######8281"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,16,""{""""all_points_x"""":[417.1042740345001,499.62490797042847,499.62490797042847,417.1042740345001],""""all_points_y"""":[771.1927890777588,771.1927890777588,814.7037029266357,814.7037029266357],""""name"""":""""polygon""""}"",""{""""Text"""":""""QTY"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,17,""{""""all_points_x"""":[586.6466760635376,694.6736574172974,694.6736574172974,586.6466760635376],""""all_points_y"""":[772.6931571960449,771.1927890777588,813.2032752037048,814.7037029266357],""""name"""":""""polygon""""}"",""{""""Text"""":""""DESC"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,18,""{""""all_points_x"""":[1324.831247329712,1404.3511152267456,1404.3511152267456,1324.831247329712],""""all_points_y"""":[771.1927890777588,771.1927890777588,814.7037029266357,814.7037029266357],""""name"""":""""polygon""""}"",""{""""Text"""":""""AMT"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,19,""{""""all_points_x"""":[423.10577630996704,450.112521648407,451.6128897666931,424.6061444282532],""""all_points_y"""":[849.2122888565063,849.2122888565063,886.721670627594,888.2220387458801],""""name"""":""""polygon""""}"",""{""""Text"""":""""1"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,20,""{""""all_points_x"""":[490.6226694583893,645.1612710952759,643.6609029769897,490.6226694583893],""""all_points_y"""":[850.7126569747925,852.2130250930786,889.7224068641663,888.2220387458801],""""name"""":""""polygon""""}"",""{""""Text"""":""""GINGER"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,21,""{""""all_points_x"""":[661.6654396057129,814.7037029266357,816.2040710449219,661.6654396057129],""""all_points_y"""":[847.7119207382202,846.2115526199341,888.2220387458801,889.7224068641663],""""name"""":""""polygon""""}"",""{""""Text"""":""""CARROT"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,22,""{""""all_points_x"""":[831.207811832428,937.7344250679016,939.2347931861877,831.207811832428],""""all_points_y"""":[847.7119207382202,846.2115526199341,889.7224068641663,891.2228345870972],""""name"""":""""polygon""""}"",""{""""Text"""":""""SOUP"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,23,""{""""all_points_x"""":[1375.8440017700195,1506.3766241073608,1506.3766241073608,1375.8440017700195],""""all_points_y"""":[844.711184501648,844.711184501648,889.7224068641663,889.7224068641663],""""name"""":""""polygon""""}"",""{""""Text"""":""""$6.79"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,24,""{""""all_points_x"""":[423.10577630996704,451.6128897666931,451.6128897666931,423.10577630996704],""""all_points_y"""":[895.7239389419556,895.7239389419556,931.7329525947571,931.7329525947571],""""name"""":""""polygon""""}"",""{""""Text"""":""""1"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,25,""{""""all_points_x"""":[489.12227153778076,619.6548938751221,621.1552619934082,489.12227153778076],""""all_points_y"""":[894.2235708236694,894.2235708236694,931.7329525947571,933.2333207130432],""""name"""":""""polygon""""}"",""{""""Text"""":""""HOUSE"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,26,""{""""all_points_x"""":[636.1590623855591,771.1927890777588,771.1927890777588,636.1590623855591],""""all_points_y"""":[892.7232027053833,892.7232027053833,933.2333207130432,933.2333207130432],""""name"""":""""polygon""""}"",""{""""Text"""":""""SALAD"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,27,""{""""all_points_x"""":[1377.3443698883057,1509.377360343933,1509.377360343933,1377.3443698883057],""""all_points_y"""":[891.2228345870972,891.2228345870972,934.7336888313293,934.7336888313293],""""name"""":""""polygon""""}"",""{""""Text"""":""""$7.69"""",""""type"""":""""6""""}"""
"0a865cb9-0afc-4791-bec1-c88a2a07b3ee.jpg,1,""{}"",52,28,""{""""all_points_x"""":[421.6054081916809,451.6128897666931,451.6128897666931,421.6054081916809],""""all_points_y"""":[940.7351613044739,940.7351613044739,976.7441749572754,976.7441749572754],""""name"""":""""polygon""""}"",""{""""Text"""":""""1"""",""""type"""":""""6""""}"""
